time,relative_humidity,temperature
1572553153808,57.8,25.3
1572553024139,57.8,25.3
1572552992911,57.8,25.3
1572552943911,57.8,25.2
1572552831123,57.6,25.3
1572552804434,57.7,25.3
1572552767338,57.8,25.2
1572552757229,57.8,25.2
1572552743179,57.7,25.3
1572552688127,57.7,25.3
1572552670816,57.7,25.4
1572552629012,57.6,25.3
1572552625596,57.6,25.3
1572552544993,57.8,25.3
1572552517625,57.7,25.3
1572552465371,57.7,25.3
1572552440541,57.6,25.3
1572552386087,57.7,25.2
1572552326308,57.7,25.3
1572552288157,57.7,25.1
1572552281430,57.6,25.3
1572552255934,57.6,25.2
1572552219445,57.6,25.1
1572552144075,57.6,25.2
1572552140169,57.6,25.2
1572552109461,57.6,25.3
1572552105879,57.7,25.2
1572552075952,57.5,25.2
1572552041672,57.6,25.3
1572551994043,57.6,25.3
1572551966491,57.5,25.2
1572551946034,57.6,25.3
1572551899069,57.6,25.3
1572551836963,57.5,25.2
1572551829798,57.5,25.1
1572551805799,57.5,25.1
1572551795605,57.5,25.1
1572551788752,57.5,25.3
1572551707977,57.5,25.2
1572551704652,57.6,25.2
1572551620282,57.5,25.2
1572551513277,57.4,25.2
1572551428343,57.5,25.2
1572551365865,57.6,25.2
1572551348677,57.5,25.1
1572551310599,57.6,25.1
1572551237839,57.4,25.2
1572551230847,57.4,25.2
1572551223781,57.4,25.2
1572551210359,57.5,25.2
1572551176241,57.3,25.2
1572551144834,57.4,25.2
1572551067927,57.4,25.1
1572551064368,57.4,25.2
1572551057344,57.4,25.2
1572551022447,57.3,25.1
1572551000196,57.5,25.3
1572550982669,57.4,25.2
1572550887438,57.4,25.2
1572550869923,57.4,25.2
1572550785687,57.4,25.3
1572550779051,57.3,25.3
1572550716982,57.3,25.1
1572550689621,57.4,25.2
1572550622960,57.4,25.2
1572550616142,57.3,25.2
1572550609083,57.3,25.2
1572550517343,57.3,25.2
1572550481775,57.3,25.2
1572550405070,57.3,25.2
1572550379537,57.2,25.2
1572550334998,57.2,25.2
1572550317371,57.2,25.1
1572550292776,57.3,25.2
1572550285831,57.3,25.2
1572550202025,57.3,25.1
1572550157693,57.3,25.2
1572550100766,57.3,25.2
1572550022883,57.3,25.2
1572550006276,57.3,25.2
1572549987809,57.3,25.2
1572549977082,57.2,25.2
1572549956233,57.3,25.1
1572549855878,57.3,25.3
1572549732413,57.2,25.1
1572549725659,57.2,25.3
1572549711365,57.3,25.2
1572549643148,57.2,25.2
1572549629579,57.3,25.3
1572549604487,57.3,25.2
1572549439393,57.2,25.2
1572549421930,57.3,25.3
1572549277822,57.3,25.2
1572549235972,57.2,25.2
1572549078502,57.3,25.2
1572549036208,57.2,25.3
1572548986619,57.2,25.2
1572548973048,57.2,25.3
1572548939323,57.2,25.2
1572548918431,57.2,25.2
1572548862195,57.2,25.3
1572548830232,57.3,25.2
1572548809485,57.2,25.2
1572548757116,57.1,25.3
1572548743222,57.3,25.3
1572548665469,57.2,25.2
1572548631017,57.2,25.3
1572548583439,57.3,25.1
1572548545079,57.2,25.2
1572548485176,57.1,25.2
1572548388569,57.2,25.3
1572548381872,57.2,25.3
1572548341613,57.2,25.3
1572548328149,57.1,25.3
1572548293301,57.3,25.3
1572548272107,57.2,25.3
1572548264876,57.2,25.3
1572548158878,57.2,25.2
1572548128031,57.2,25.3
1572548101425,57.2,25.2
1572548047897,57.3,25.3
1572548036872,57.2,25.3
1572547991242,57.3,25.2
1572547959215,57.2,25.2
1572547862909,57.3,25.2
1572547845403,57.2,25.2
1572547837767,57.3,25.2
1572547827380,57.2,25.2
1572547783852,57.2,25.3
1572547748698,57.2,25.2
1572547719764,57.1,25.2
1572547702429,57.2,25.3
1572547637167,57.3,25.2
1572547619465,57.3,25.4
1572547601527,57.2,25.2
1572547433530,57.3,25.2
1572547412573,57.3,25.2
1572547394635,57.3,25.2
